variant,l1i_size,l1d_size,l2_size,l1_assoc,l2_assoc,sim_ticks,ipc,cpi,l1d_miss_rate,l1i_miss_rate,l2_miss_rate,l1d_hit_rate,l1i_hit_rate,l2_hit_rate,l1d_misses,l2_misses
chunked,32KiB,64KiB,512KiB,8,16,4284820465000,0.271317,3.685732,0.01819,0.0,0.64591,0.9818096802902482,0.9999997222795242,0.3540904795534994,5595426,3614427
chunked,32KiB,64KiB,512KiB,16,16,4285163708000,0.271295,3.686027,0.018237,0.0,0.644272,0.9817634488618293,0.9999997222795242,0.35572779274782074,5609647,3614427
chunked,32KiB,32KiB,1MB,4,8,4242987182000,0.273992,3.649748,0.020317,0.0,0.471239,0.979683343421013,0.9999997210171584,0.5287609730965632,6249497,2945218
chunked,32KiB,32KiB,512KiB,4,16,4306396681000,0.269957,3.704291,0.020317,0.0,0.57842,0.979683343421013,0.9999997210171584,0.42158034990707915,6249497,3615091
chunked,32KiB,64KiB,256KiB,4,8,4345798273000,0.26751,3.738184,0.018127,0.0,0.764993,0.9818730148439686,0.9999997210171584,0.2350067929227357,5575944,4265902
chunked,32KiB,128KiB,512KiB,4,8,4262079643000,0.272764,3.666171,0.015978,0.0,0.733104,0.9840224365436097,0.9999997210171584,0.26689629355349304,4914772,3603366
chunked,32KiB,64KiB,256KiB,8,8,4346247998000,0.267482,3.738571,0.01819,0.0,0.76233,0.9818096802902482,0.9999997222795242,0.2376701968879917,5595426,4265900
chunked,32KiB,64KiB,1MB,16,8,4222121653000,0.275346,3.631799,0.018237,0.0,0.524982,0.9817634488618293,0.9999997222795242,0.4750183285731627,5609647,2945196
chunked,32KiB,128KiB,512KiB,8,8,4262338661000,0.272748,3.666393,0.01603,0.0,0.730726,0.9839704412221744,0.9999997222795242,0.26927416626987444,4930766,3603364
chunked,32KiB,64KiB,256KiB,16,16,4346378558000,0.267474,3.738683,0.018237,0.0,0.76222,0.9817634488618293,0.9999997222795242,0.23778037191183818,5609647,4276123
